Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,modularity_class,eigencentrality
109230,,,4,14,18,4,14,18,27,0.095116,0.120684,0.000406,0.143791,0,0.002626
9610400,,,54,1,55,54,1,55,37,0.049924,0.05438,0.000239,0.119865,0,0.095265
9711360,,,22,10,32,22,10,32,35,0.056063,0.065956,0.000177,0.095766,0,0.02335
106179,,,1,2,3,1,2,3,36,0.053536,0.061507,0.000315,0.333333,0,0.000749
9704452,,,112,6,118,112,6,118,37,0.049944,0.054806,0.000512,0.053383,0,0.143568
9805473,,,38,8,46,38,8,46,32,0.067764,0.088214,0.000462,0.09372,0,0.055257
9809547,,,27,14,41,27,14,41,32,0.068021,0.088287,0.000189,0.118902,0,0.0347
9610477,,,56,2,58,56,2,58,37,0.049927,0.054454,0.00023,0.107683,0,0.113095
12142,,,9,12,21,9,12,21,27,0.088706,0.111056,0.001331,0.109524,0,0.005705
9902449,,,24,13,37,24,13,37,26,0.09344,0.116661,0.001723,0.077327,0,0.018447
9904310,,,30,17,47,30,17,47,26,0.100545,0.127086,0.002602,0.085106,2,0.036958
11159,,,2,7,9,2,7,9,28,0.081786,0.098203,0.000287,0.305556,0,0.001784
11160,,,7,7,14,7,7,14,27,0.088033,0.107709,0.000716,0.175824,0,0.005066
9905242,,,40,29,69,40,29,69,27,0.094826,0.128284,0.00303,0.097826,0,0.046912
9802238,,,60,8,68,60,8,68,32,0.067607,0.08757,0.000457,0.082309,0,0.090403
103002,,,3,12,15,3,12,15,25,0.102653,0.120848,0.000097,0.171429,1,0.001711
9804416,,,7,8,15,7,8,15,32,0.068001,0.088954,0.000216,0.142857,1,0.007793
9602281,,,96,3,99,96,3,99,40,0.044441,0.049693,0.000075,0.070501,7,0.313535
3146,,,7,15,22,7,15,22,24,0.107472,0.126498,0.000091,0.162338,1,0.004905
9603404,,,125,3,128,125,3,128,40,0.044441,0.049693,0.000157,0.061885,7,0.375836
9907501,,,6,4,10,6,4,10,33,0.063726,0.079373,0.000005,0.3,1,0.004841
9512303,,,26,2,28,26,2,28,39,0.046488,0.052143,0.000007,0.134921,1,0.049614
9407344,,,56,1,57,56,1,57,38,0.048751,0.055477,0.009716,0.052945,1,0.154088
9506201,,,33,1,34,33,1,34,39,0.046486,0.052072,0.002591,0.112299,1,0.142382
102138,,,1,7,8,1,7,8,25,0.102628,0.120518,0,0.321429,1,0.000678
5275,,,12,32,44,12,32,44,24,0.113366,0.137093,0.000799,0.092495,1,0.008734
9512252,,,70,4,74,70,4,74,40,0.04444,0.0497,0.000048,0.123288,7,0.283972
9604351,,,88,17,105,88,17,105,38,0.048784,0.057072,0.001291,0.063004,5,0.151792
202074,,,4,22,26,4,22,26,22,0.148047,0.176626,0.000097,0.093846,2,0.00245
9708483,,,94,3,97,94,3,97,41,0.041912,0.045817,0.000011,0.051117,2,0.220563
106247,,,125,18,143,125,18,143,22,0.131719,0.154466,0.005153,0.040306,2,0.131139
110089,,,15,5,20,15,5,20,23,0.127123,0.150056,0.000127,0.036842,2,0.012589
9806540,,,124,6,130,124,6,130,32,0.067086,0.081463,0.000366,0.060167,2,0.426634
8334,,,20,40,60,20,40,60,21,0.148009,0.187653,0.003238,0.036723,2,0.017186
9808272,,,101,10,111,101,10,111,32,0.068238,0.088033,0.000334,0.056183,2,0.23872
105297,,,9,6,15,9,6,15,22,0.12643,0.148185,0.000008,0.166667,2,0.006977
110307,,,16,36,52,16,36,52,21,0.148242,0.177,0.001532,0.102941,2,0.01901
103318,,,14,16,30,14,16,30,25,0.105293,0.133089,0.00027,0.114943,2,0.023456
109017,,,12,29,41,12,29,41,22,0.142867,0.168649,0.002362,0.09359,2,0.014241
9912475,,,4,6,10,4,6,10,28,0.087492,0.108021,0.000877,0.177778,13,0.005744
10335,,,3,13,16,3,13,16,25,0.104988,0.127289,0.000198,0.170833,2,0.004187
9810467,,,16,7,23,16,7,23,33,0.064004,0.079826,0.000038,0.075099,2,0.041271
9808293,,,145,7,152,145,7,152,24,0.093779,0.113341,0.004808,0.059647,2,0.391861
9904297,,,19,15,34,19,15,34,25,0.099783,0.123564,0.000435,0.114082,2,0.031963
111150,,,43,44,87,43,44,87,22,0.142141,0.172229,0.001439,0.0695,2,0.039151
9806387,,,205,12,217,205,12,217,31,0.071875,0.09093,0.005094,0.048088,2,0.688983
9806518,,,11,3,14,11,3,14,34,0.058482,0.065941,0.000005,0.126374,2,0.015317
9909431,,,3,8,11,3,8,11,26,0.087893,0.104841,0.000001,0.163636,2,0.004896
9909304,,,30,19,49,30,19,49,24,0.099206,0.126854,0.000361,0.08631,2,0.043376
9807353,,,115,10,125,115,10,125,32,0.068278,0.088029,0.000168,0.074323,2,0.327182
9812475,,,89,40,129,89,40,129,25,0.100397,0.128696,0.003662,0.081698,2,0.159786
202077,,,1,19,20,1,19,20,28,0.094037,0.120997,0.000274,0.126316,8,0.000568
9903520,,,16,11,27,16,11,27,31,0.071367,0.088133,0.000228,0.115385,8,0.012455
9603397,,,25,1,26,25,1,26,39,0.046501,0.052302,0.000839,0.073846,8,0.025375
10345,,,3,4,7,3,4,7,32,0.067562,0.08292,0.000001,0.142857,8,0.001813
9706410,,,29,4,33,29,4,33,36,0.053185,0.060524,0.000089,0.189394,8,0.06746
9509239,,,38,1,39,38,1,39,39,0.046488,0.052075,0.000996,0.070175,8,0.035571
9906284,,,9,14,23,9,14,23,33,0.063568,0.07915,0.000011,0.167984,8,0.006007
9902318,,,9,2,11,9,2,11,36,0.05318,0.060379,0,0.209091,8,0.008391
9705264,,,32,2,34,32,2,34,36,0.053121,0.059951,0.000002,0.146168,8,0.063722
9906546,,,8,18,26,8,18,26,31,0.072875,0.096372,0.001239,0.132308,8,0.005851
9612435,,,4,3,7,4,3,7,32,0.065959,0.075704,0,0.309524,8,0.00244
106037,,,3,27,30,3,27,30,28,0.091011,0.121229,0.000162,0.096552,8,0.001703
9912534,,,5,10,15,5,10,15,33,0.064294,0.081363,0.000007,0.090476,8,0.002956
2071,,,16,14,30,16,14,30,31,0.072922,0.094562,0.000176,0.113793,8,0.014611
9812478,,,12,4,16,12,4,16,32,0.066352,0.078222,0.000011,0.183333,8,0.009542
9709499,,,39,5,44,39,5,44,36,0.053196,0.060399,0.000651,0.081395,8,0.037346
9906204,,,3,7,10,3,7,10,34,0.059724,0.071211,0.000052,0.088889,8,0.004029
108061,,,2,12,14,2,12,14,29,0.084076,0.107148,0.00003,0.192308,8,0.001135
9612318,,,20,4,24,20,4,24,31,0.070529,0.082616,0.000547,0.086957,8,0.017176
108095,,,1,20,21,1,20,21,27,0.10135,0.131252,0.000107,0.178571,8,0.000568
9802431,,,10,10,20,10,10,20,34,0.059918,0.072923,0.000139,0.181579,11,0.007827
9612353,,,19,11,30,19,11,30,39,0.046527,0.053459,0.000096,0.172414,12,0.029152
9708350,,,18,11,29,18,11,29,34,0.060281,0.074584,0.000238,0.166256,11,0.016247
9703358,,,42,6,48,42,6,48,34,0.060228,0.073528,0.000543,0.076781,11,0.055035
9702408,,,16,5,21,16,5,21,34,0.059312,0.069132,0.000334,0.085714,1,0.016193
9703305,,,30,3,33,30,3,33,34,0.059181,0.06786,0.000029,0.127841,11,0.034382
9703359,,,16,11,27,16,11,27,33,0.062991,0.074889,0.000673,0.119658,11,0.019352
9610267,,,14,2,16,14,2,16,34,0.059284,0.068703,0.000092,0.141667,1,0.016106
9710413,,,13,8,21,13,8,21,39,0.046549,0.053477,0.000094,0.135714,1,0.015223
9709358,,,6,2,8,6,2,8,35,0.056517,0.066244,0.000002,0.214286,11,0.00731
9705295,,,18,6,24,18,6,24,34,0.0598,0.07164,0.000034,0.186594,11,0.019917
109242,,,11,24,35,11,24,35,19,0.138653,0.162887,0.000024,0.230847,3,0.010751
9905474,,,60,15,75,60,15,75,25,0.101382,0.125132,0.000698,0.132252,3,0.079406
9905221,,,212,15,227,212,15,227,26,0.091497,0.110166,0.000955,0.034599,3,0.252853
1031,,,22,15,37,22,15,37,24,0.110449,0.137718,0.000565,0.144895,3,0.021167
9904267,,,72,11,83,72,11,83,26,0.091146,0.109154,0.000246,0.115339,3,0.134566
2257,,,19,21,40,19,21,40,24,0.117316,0.149357,0.000615,0.147099,3,0.01792
110163,,,11,11,22,11,11,22,19,0.140247,0.162254,0.000149,0.321429,3,0.009509
11097,,,11,26,37,11,26,37,23,0.118944,0.156105,0.004636,0.155462,3,0.011472
107119,,,15,2,17,15,2,17,26,0.100623,0.121725,0,0.400735,3,0.015703
108060,,,15,5,20,15,5,20,26,0.100681,0.12211,0.000117,0.313158,3,0.013853
9807264,,,47,8,55,47,8,55,23,0.114837,0.137314,0.056853,0.054882,3,0.057224
103201,,,10,8,18,10,8,18,26,0.092668,0.111496,0.000067,0.245098,3,0.008673
9812260,,,23,6,29,23,6,29,33,0.064267,0.081904,0.000115,0.114532,3,0.027535
109287,,,10,23,33,10,23,33,19,0.143055,0.167567,0.000168,0.225806,3,0.009541
106219,,,26,8,34,26,8,34,25,0.111823,0.143387,0.000341,0.248106,3,0.026812
109106,,,15,15,30,15,15,30,20,0.140383,0.168685,0.000267,0.23908,3,0.014453
9804398,,,377,1,378,377,1,378,46,0.035118,0.03755,0.000478,0.032581,3,0.979233
110127,,,13,13,26,13,13,26,19,0.141761,0.170038,0.000223,0.273333,3,0.011094
9807344,,,315,4,319,315,4,319,35,0.056964,0.067994,0.000286,0.040348,3,0.801725
102065,,,11,14,25,11,14,25,24,0.118015,0.151567,0.001136,0.115,3,0.009292
9903282,,,149,21,170,149,21,170,31,0.071799,0.092008,0.003779,0.021267,8,0.139087
110067,,,6,12,18,6,12,18,24,0.104201,0.127095,0.000098,0.284314,3,0.005333
106295,,,26,4,30,26,4,30,26,0.100756,0.12249,0.000005,0.270936,3,0.026652
9811323,,,88,12,100,88,12,100,24,0.107211,0.126655,0.050742,0.099899,3,0.253866
9903422,,,113,13,126,113,13,126,26,0.091579,0.11049,0.000258,0.097587,3,0.219481
9306209,,,18,1,19,18,1,19,42,0.040802,0.044314,0.00837,0.143275,9,0.042895
9205220,,,17,1,18,17,1,18,41,0.042536,0.046585,0.015687,0.094771,9,0.02944
109243,,,1,33,34,1,33,34,20,0.153582,0.190221,0.000345,0.09893,7,0.000738
9903456,,,33,29,62,33,29,62,31,0.07347,0.103413,0.000371,0.140402,7,0.031536
9806468,,,29,29,58,29,29,58,31,0.072675,0.098333,0.000129,0.113128,7,0.031193
6022,,,26,20,46,26,20,46,26,0.100499,0.127809,0.000464,0.142995,7,0.024625
106081,,,8,23,31,8,23,31,20,0.154783,0.184965,0.00019,0.133333,7,0.005361
6124,,,73,49,122,73,49,122,31,0.080365,0.116613,0.001305,0.057445,7,0.069638
105292,,,3,30,33,3,30,33,21,0.13893,0.174568,0.009718,0.107008,7,0.001958
9910221,,,32,43,75,32,43,75,22,0.132921,0.164249,0.007267,0.074955,7,0.029019
105103,,,2,38,40,2,38,40,21,0.14363,0.180169,0.000169,0.126282,7,0.001146
106067,,,10,24,34,10,24,34,20,0.150557,0.180763,0.000226,0.144153,7,0.006918
9810260,,,57,28,85,57,28,85,31,0.073485,0.103731,0.000556,0.146359,7,0.079611
9802391,,,85,21,106,85,21,106,32,0.068119,0.091172,0.005354,0.072327,7,0.162277
9612313,,,183,7,190,183,7,190,31,0.071316,0.087166,0.005281,0.040852,7,0.431274
105308,,,3,7,10,3,7,10,22,0.120759,0.141692,0.000237,0.2,7,0.001777
9809311,,,71,15,86,71,15,86,31,0.072588,0.098126,0.000433,0.116689,7,0.092405
9905312,,,126,2,128,126,2,128,32,0.06704,0.080199,0.0001,0.042692,7,0.137699
9712225,,,95,20,115,95,20,115,31,0.072323,0.095432,0.00106,0.082227,7,0.204208
104034,,,20,34,54,20,34,54,20,0.14789,0.180574,0.024194,0.098882,7,0.013265
9604387,,,241,4,245,241,4,245,43,0.039235,0.042887,0.000262,0.02081,7,0.534199
9704423,,,120,6,126,120,6,126,31,0.071494,0.089046,0.000283,0.087111,7,0.309479
103211,,,8,36,44,8,36,44,22,0.129838,0.165748,0.000027,0.172304,7,0.00745
9812396,,,54,24,78,54,24,78,31,0.073461,0.101729,0.001372,0.129537,7,0.065778
9712306,,,22,2,24,22,2,24,30,0.075191,0.088544,0.000167,0.108696,7,0.026278
104110,,,25,74,99,25,74,99,21,0.150027,0.191837,0.006267,0.076688,7,0.017793
103087,,,3,17,20,3,17,20,24,0.108117,0.128102,0.000001,0.189474,7,0.002384
9810482,,,27,22,49,27,22,49,31,0.073127,0.100053,0.000036,0.215136,7,0.034119
10003,,,39,9,48,39,9,48,24,0.111121,0.132386,0.000032,0.10727,6,0.056841
104126,,,9,26,35,9,26,35,23,0.130081,0.161226,0.003036,0.142017,7,0.00564
6136,,,10,41,51,10,41,51,23,0.128796,0.166474,0.00059,0.083922,7,0.007157
12308,,,36,31,67,36,31,67,25,0.112281,0.147195,0.002844,0.056309,7,0.029209
9337,,,45,25,70,45,25,70,23,0.120919,0.146149,0.000389,0.112422,7,0.067952
104062,,,14,52,66,14,52,66,21,0.146403,0.187353,0.001044,0.065501,7,0.010678
9710335,,,106,14,120,106,14,120,32,0.067282,0.0838,0.000519,0.063305,7,0.243027
9510293,,,7,2,9,7,2,9,40,0.044427,0.049312,0.001111,0.027778,1,0.007443
9405218,,,65,1,66,65,1,66,39,0.046485,0.052061,0.00627,0.057343,12,0.14701
9506253,,,13,3,16,13,3,16,39,0.046488,0.052208,0.000912,0.245833,5,0.029605
9710270,,,50,11,61,50,11,61,29,0.080439,0.096535,0.012691,0.123224,8,0.079567
9608434,,,26,2,28,26,2,28,29,0.079809,0.093259,0.003467,0.108466,8,0.031288
9709379,,,40,10,50,40,10,50,31,0.070792,0.084633,0.000817,0.136735,8,0.076059
9703449,,,58,3,61,58,3,61,35,0.056085,0.064355,0.000518,0.103005,8,0.109193
9611433,,,129,3,132,129,3,132,38,0.048768,0.056034,0.001059,0.052394,8,0.204891
9702379,,,36,2,38,36,2,38,35,0.05607,0.064203,0.000155,0.144381,8,0.085801
9703420,,,40,4,44,40,4,44,29,0.080288,0.095439,0.009254,0.103066,8,0.052649
9606314,,,46,1,47,46,1,47,29,0.079806,0.093193,0.005232,0.098982,8,0.0657
9604441,,,36,3,39,36,3,39,28,0.086725,0.104742,0.044794,0.077598,8,0.04563
9704207,,,149,6,155,149,6,155,35,0.056095,0.064586,0.000575,0.050691,8,0.195924
9710271,,,1,4,5,1,4,5,33,0.06228,0.071224,0.000017,0.2,0,0.000699
9608272,,,19,3,22,19,3,22,35,0.056655,0.066053,0.000202,0.114719,13,0.01582
9704416,,,14,8,22,14,8,22,34,0.058757,0.066941,0.000157,0.082251,0,0.009906
9605288,,,69,4,73,69,4,73,34,0.058611,0.065983,0.001383,0.055751,0,0.109784
9612286,,,13,4,17,13,4,17,32,0.065813,0.075331,0.000625,0.055147,0,0.016482
202090,,,3,17,20,3,17,20,21,0.152673,0.179947,0.004701,0.176471,4,0.002009
12352,,,29,7,36,29,7,36,24,0.109929,0.132027,0.000008,0.184127,4,0.033059
202107,,,3,12,15,3,12,15,22,0.142931,0.165489,0.000026,0.258242,4,0.002009
106166,,,29,10,39,29,10,39,23,0.128135,0.156388,0.000038,0.254386,4,0.030274
102301,,,42,15,57,42,15,57,22,0.117832,0.150629,0.000296,0.135338,4,0.050339
201148,,,4,5,9,4,5,9,21,0.127782,0.147112,0.000091,0.138889,4,0.002594
110346,,,2,45,47,2,45,47,20,0.158998,0.194199,0.003239,0.125347,3,0.001335
9911293,,,61,46,107,61,46,107,24,0.118611,0.157703,0.001289,0.056155,4,0.078798
106190,,,20,10,30,20,10,30,23,0.130808,0.159286,0.000095,0.228736,4,0.021806
11311,,,43,23,66,43,23,66,24,0.116279,0.147442,0.000594,0.105828,3,0.056529
9806292,,,196,7,203,196,7,203,34,0.060391,0.074628,0.001657,0.054943,3,0.614864
103125,,,49,10,59,49,10,59,23,0.128318,0.157074,0.000632,0.155075,4,0.054324
112054,,,2,43,45,2,43,45,20,0.163922,0.195359,0.001713,0.15404,3,0.001576
9902423,,,28,2,30,28,2,30,36,0.053905,0.062708,0,0.170115,4,0.036946
202136,,,2,16,18,2,16,18,22,0.145164,0.169205,0.000106,0.180147,4,0.001375
9911323,,,59,18,77,59,18,77,25,0.107874,0.134926,0.000109,0.070351,4,0.080272
111068,,,7,14,21,7,14,21,22,0.140155,0.163097,0.000106,0.216667,4,0.004341
12125,,,43,5,48,43,5,48,24,0.116967,0.140038,0.000187,0.173913,4,0.053958
9901420,,,7,5,12,7,5,12,31,0.070666,0.084422,0.000083,0.159091,8,0.006022
9702216,,,31,6,37,31,6,37,34,0.059336,0.069244,0.001276,0.073574,8,0.043197
9609448,,,28,3,31,28,3,31,41,0.042544,0.046786,0.000182,0.051613,8,0.027723
9711371,,,34,5,39,34,5,39,30,0.074852,0.087993,0.001371,0.126856,8,0.04378
9812316,,,12,11,23,12,11,23,31,0.071454,0.089062,0.000149,0.126482,8,0.008908
9606443,,,37,1,38,37,1,38,40,0.044425,0.049151,0.000659,0.042674,8,0.032141
9901423,,,1,2,3,1,2,3,45,0.036375,0.038978,0,0.333333,11,0.000574
9709420,,,4,1,5,4,1,5,45,0.036372,0.038902,0.000245,0.2,11,0.002701
9612285,,,6,1,7,6,1,7,44,0.037742,0.04062,0.00055,0.047619,11,0.004601
9711256,,,5,4,9,5,4,9,29,0.079886,0.09371,0.00001,0.277778,10,0.006663
9701422,,,16,1,17,16,1,17,39,0.046491,0.052146,0.000001,0.099265,10,0.017337
9707341,,,10,1,11,10,1,11,40,0.04443,0.04923,0,0.2,10,0.01167
9710214,,,15,8,23,15,8,23,28,0.086814,0.105411,0.001532,0.16996,10,0.018058
9610269,,,21,3,24,21,3,24,28,0.086701,0.104491,0.002372,0.173913,10,0.034585
9510447,,,3,1,4,3,1,4,41,0.042549,0.04686,0.000007,0.083333,4,0.010825
9507248,,,17,3,20,17,3,20,40,0.044438,0.049628,0.000081,0.202632,7,0.137221
9601202,,,3,6,9,3,6,9,32,0.067637,0.083476,0.000149,0.069444,6,0.002739
9511409,,,16,26,42,16,26,42,31,0.070996,0.085229,0.003588,0.056911,1,0.067972
9503414,,,30,1,31,30,1,31,39,0.046486,0.052075,0.001902,0.027957,7,0.107928
9412265,,,85,2,87,85,2,87,40,0.044423,0.049204,0.000854,0.047848,12,0.197194
9407226,,,22,1,23,22,1,23,32,0.068144,0.086681,0.010329,0.037549,7,0.048866
9409371,,,55,1,56,55,1,56,37,0.05125,0.059561,0.008226,0.048701,12,0.173425
9502300,,,139,5,144,139,5,144,40,0.044427,0.04944,0.00156,0.042881,12,0.367
9601204,,,3,4,7,3,4,7,31,0.070884,0.083376,0.000001,0.071429,7,0.005033
9508272,,,28,4,32,28,4,32,30,0.075545,0.089244,0.010682,0.082661,7,0.139902
9509204,,,80,3,83,80,3,83,30,0.074865,0.086865,0.001813,0.099324,7,0.246956
9504269,,,4,1,5,4,1,5,33,0.063799,0.077764,0.000311,0,7,0.010485
9509287,,,21,2,23,21,2,23,31,0.070243,0.080861,0.000072,0.116601,7,0.056612
109257,,,2,2,4,2,2,4,21,0.130128,0.148469,0.001913,0.333333,6,0.001218
5274,,,7,3,10,7,3,10,28,0.081249,0.09865,0.000087,0.1,6,0.007063
109239,,,1,17,18,1,17,18,20,0.149515,0.178831,0.001912,0.084559,5,0.000626
9601208,,,6,20,26,6,20,26,33,0.063977,0.080649,0.00044,0.056923,4,0.011888
9512288,,,43,7,50,43,7,50,41,0.04256,0.047398,0.000066,0.09551,4,0.12584
9508258,,,77,1,78,77,1,78,43,0.039212,0.04241,0.000356,0.043124,4,0.187261
9510372,,,55,5,60,55,5,60,41,0.042554,0.047241,0.000984,0.062429,4,0.175072
9510246,,,19,4,23,19,4,23,41,0.04255,0.047023,0.000258,0.065217,4,0.028906
9501222,,,64,1,65,64,1,65,40,0.044422,0.049138,0.007018,0.039663,4,0.178841
9505385,,,108,1,109,108,1,109,44,0.03773,0.040512,0.002413,0.046296,2,0.344201
9506217,,,43,4,47,43,4,47,41,0.042548,0.047021,0.000653,0.077706,4,0.100411
9511266,,,17,3,20,17,3,20,42,0.040817,0.044715,0.000074,0.076316,4,0.023057
9512396,,,100,3,103,100,3,103,35,0.056585,0.065438,0.000295,0.102132,6,0.278372
9511469,,,30,26,56,30,26,56,32,0.068301,0.0896,0.030034,0.025649,4,0.065162
9505326,,,63,1,64,63,1,64,42,0.040809,0.044448,0.001858,0.044395,4,0.123071
9507261,,,14,3,17,14,3,17,41,0.042548,0.046972,0.000416,0.091912,4,0.024887
9511426,,,10,2,12,10,2,12,42,0.040817,0.044632,0.000008,0.083333,4,0.014556
9505207,,,81,4,85,81,4,85,40,0.044434,0.049537,0.006528,0.048039,4,0.224161
9507386,,,99,2,101,99,2,101,34,0.059976,0.070919,0.001969,0.087921,6,0.296107
9506459,,,18,1,19,18,1,19,42,0.04081,0.044467,0.000151,0.116959,6,0.078065
9511324,,,35,3,38,35,3,38,42,0.040822,0.044871,0.000185,0.061166,4,0.128528
9508253,,,16,2,18,16,2,18,42,0.040814,0.044608,0.000098,0.071895,4,0.024918
9511326,,,27,1,28,27,1,28,41,0.042545,0.046794,0.000359,0.046296,6,0.057735
9512383,,,58,2,60,58,2,60,42,0.040812,0.04454,0.000255,0.050565,6,0.10954
9901428,,,1,15,16,1,15,16,31,0.072536,0.094067,0,0.245833,0,0.001504
9802304,,,36,6,42,36,6,42,32,0.067015,0.082385,0.000091,0.132985,0,0.059343
9805346,,,19,5,24,19,5,24,31,0.071659,0.089433,0.00025,0.226449,0,0.021339
9804228,,,8,13,21,8,13,21,31,0.071528,0.08998,0.000203,0.128571,0,0.010665
9803333,,,36,4,40,36,4,40,33,0.063357,0.078056,0.000055,0.125,0,0.061521
9804425,,,22,8,30,22,8,30,38,0.047584,0.051963,0.000014,0.156322,0,0.024836
9804429,,,15,6,21,15,6,21,38,0.047581,0.051849,0.000087,0.188095,0,0.016611
9701423,,,33,2,35,33,2,35,38,0.047556,0.051411,0.000002,0.152101,0,0.079656
9805209,,,21,13,34,21,13,34,31,0.071455,0.088781,0.001063,0.128342,0,0.020637
9810361,,,13,14,27,13,14,27,31,0.072887,0.098783,0.000395,0.153846,0,0.029458
9801306,,,32,4,36,32,4,36,38,0.047578,0.051735,0.000077,0.106349,0,0.054455
9804285,,,46,17,63,46,17,63,30,0.076736,0.097393,0.002228,0.059908,0,0.057419
9710431,,,67,4,71,67,4,71,30,0.075592,0.090945,0.011417,0.052113,3,0.13785
9601214,,,4,2,6,4,2,6,29,0.07982,0.093159,0.006974,0.133333,13,0.004198
9508233,,,16,1,17,16,1,17,29,0.079817,0.093094,0.000767,0.121324,13,0.014406
9507274,,,2,2,4,2,2,4,28,0.086738,0.10452,0.007803,0.083333,13,0.002446
9601215,,,3,3,6,3,3,6,40,0.044425,0.049279,0,0.266667,12,0.003162
9411229,,,122,1,123,122,1,123,40,0.044421,0.049135,0.001485,0.046182,12,0.308418
9810506,,,1,4,5,1,4,5,33,0.063272,0.076824,0.000003,0.1,6,0.000767
9704217,,,16,3,19,16,3,19,32,0.066598,0.078632,0.0004,0.026316,6,0.016584
9703391,,,11,14,25,11,14,25,32,0.067361,0.08443,0.001052,0.031667,6,0.011836
9610463,,,9,5,14,9,5,14,39,0.046547,0.053216,0.000129,0.027473,5,0.007969
9704215,,,5,2,7,5,2,7,34,0.058702,0.066272,0.000225,0.142857,6,0.007511
9601222,,,4,10,14,4,10,14,41,0.042568,0.047707,0.00003,0.159341,4,0.006598
9512425,,,12,9,21,12,9,21,41,0.042567,0.047635,0.000261,0.088095,4,0.020527
9502273,,,23,2,25,23,2,25,41,0.042535,0.046648,0.001081,0.066667,4,0.047647
9508338,,,27,2,29,27,2,29,41,0.042547,0.046894,0.000162,0.112069,4,0.062028
9512227,,,12,5,17,12,5,17,41,0.042557,0.047256,0.000012,0.213235,4,0.028792
9507437,,,29,1,30,29,1,30,42,0.040804,0.044415,0.000342,0.117241,1,0.08764
9601225,,,1,2,3,1,2,3,44,0.037736,0.040611,0,0.333333,4,0.000862
9509410,,,55,1,56,55,1,56,44,0.037734,0.040536,0.00001,0.057468,2,0.164065
9601230,,,15,1,16,15,1,16,41,0.042553,0.046831,0.00094,0.1375,6,0.025722
9512229,,,11,1,12,11,1,12,40,0.044443,0.04953,0.001067,0.037879,6,0.027584
9601237,,,18,2,20,18,2,20,39,0.046493,0.052214,0.000161,0.073684,10,0.032675
9511397,,,96,1,97,96,1,97,39,0.046491,0.052142,0.000287,0.057023,10,0.131328
9507319,,,90,2,92,90,2,92,38,0.048756,0.0556,0.002996,0.061753,10,0.130887
9601238,,,1,1,2,1,1,2,46,0.035089,0.037316,0,0,4,0.000658
9507348,,,25,2,27,25,2,27,45,0.036362,0.038892,0.000242,0.103989,2,0.068844
